id,avg_income_ttm,avg_expense_ttm,ori_country,dest_country,trip_type_oneway,trip_type_roundtrip,trip_cost,num_stops,booking_date,dept_date,return_date,num_travellers,traveller_one_dob,traveller_two_dob,traveller_three_dob,traveller_four_dob,ins_comp,subs_plan
174,9872.69,1920.52,Singapore,China,TRUE,FALSE,1132.32,3,17-10-20,12-02-21,17-03-21,1,05-12-02,,,,Allianze,1
175,5934.7,2920.38,Singapore,China,TRUE,FALSE,160.54,3,08-10-20,07-02-21,23-03-21,2,19-05-99,10-11-95,,,AXA,0
176,6845.4,881.08,Singapore,Philippines,FALSE,TRUE,266.57,1,28-10-20,02-02-21,13-03-21,2,07-08-94,19-01-97,,,AXA,0
177,7254.26,2176.05,Singapore,China,TRUE,FALSE,1633.97,1,14-10-20,12-02-21,14-03-21,3,12-07-08,20-06-83,20-11-90,,AXA,0
178,6120.16,2385.09,Singapore,United States,TRUE,FALSE,667.32,0,05-10-20,06-02-21,16-03-21,2,22-03-11,21-03-93,,,AIA,1
179,6275.12,1642.01,Singapore,Thailand,FALSE,TRUE,1610.87,2,05-10-20,03-02-21,28-03-21,4,11-12-05,04-12-79,21-04-87,13-01-03,Aviva,1
180,3690.77,2306.93,Singapore,Philippines,TRUE,FALSE,1829.28,1,03-10-20,09-02-21,19-03-21,3,07-09-10,04-12-81,20-06-09,,AXA,2
181,5431.42,1794.52,Singapore,Thailand,TRUE,FALSE,1674.71,1,05-10-20,09-02-21,05-03-21,1,17-12-13,,,,Aviva,1
182,4106.62,2098.67,Singapore,Thailand,TRUE,FALSE,791.41,1,21-10-20,05-02-21,17-03-21,2,29-10-17,24-01-92,,,Aviva,2
183,7844.74,2413.82,Singapore,United States,FALSE,TRUE,925.51,0,08-10-20,04-02-21,06-03-21,2,09-10-75,11-08-78,,,AIA,0
184,6947.01,2486.66,Singapore,Philippines,TRUE,FALSE,381.59,3,07-10-20,11-02-21,28-03-21,1,13-05-13,,,,AXA,2
185,4473.6,2710.89,Singapore,Philippines,FALSE,TRUE,1093.87,3,07-10-20,13-02-21,20-02-21,4,11-12-79,03-02-02,27-06-05,21-02-83,AXA,2
186,11593.71,1331.44,Singapore,Philippines,TRUE,FALSE,1519.14,2,09-10-20,01-02-21,21-03-21,3,29-06-99,19-06-90,07-05-82,,AXA,0
187,10862.23,1192.61,Singapore,China,TRUE,FALSE,259.27,3,29-10-20,08-02-21,08-03-21,4,07-01-77,29-11-10,24-05-11,06-03-10,AXA,2
188,6817.62,2732.63,Singapore,Thailand,TRUE,FALSE,350.14,3,05-10-20,04-02-21,19-02-21,4,19-11-14,19-06-75,01-03-95,03-08-74,Aviva,1
189,5968.41,2507.46,Singapore,China,TRUE,FALSE,516.68,0,05-10-20,11-02-21,16-02-21,2,02-03-77,28-04-70,,,Allianze,0
190,8814.82,1600.28,Singapore,Philippines,TRUE,FALSE,1975.62,1,06-10-20,08-02-21,27-02-21,4,29-05-77,15-10-16,13-07-14,12-02-94,AXA,2
191,10360.06,2004.02,Singapore,China,TRUE,FALSE,1942.06,0,08-10-20,05-02-21,26-02-21,1,20-03-08,,,,AIA,2
192,10783.81,2350.68,Singapore,China,TRUE,FALSE,1430,0,16-10-20,09-02-21,09-03-21,3,15-03-09,22-05-02,30-07-97,,Allianze,0
193,4948.54,1525.05,Singapore,China,FALSE,TRUE,532.92,0,29-10-20,09-02-21,26-03-21,3,07-08-13,30-08-14,28-08-91,,AIA,1
194,8705.07,1470.9,Singapore,China,TRUE,FALSE,1430.72,2,08-10-20,07-02-21,09-03-21,1,19-10-96,,,,Aviva,1
195,4212,2854.89,Singapore,China,FALSE,TRUE,1036.5,0,06-10-20,13-02-21,17-03-21,4,21-04-02,01-12-05,13-02-15,06-02-96,Aviva,1
196,2502.37,2153.49,Singapore,China,FALSE,TRUE,1267.13,2,29-10-20,01-02-21,19-02-21,1,09-01-74,,,,Allianze,1
197,8229.35,2159.66,Singapore,China,TRUE,FALSE,325.76,3,06-10-20,11-02-21,26-03-21,3,11-04-15,28-04-88,23-09-77,,Allianze,1
198,2918,2742.84,Singapore,China,TRUE,FALSE,1898.37,0,27-10-20,09-02-21,10-03-21,1,28-05-97,,,,Aviva,2
199,9885.85,1497.09,Singapore,China,FALSE,TRUE,1194.64,0,04-10-20,05-02-21,27-02-21,2,06-09-72,07-02-89,,,AXA,2
200,9643.92,1172.97,Singapore,China,FALSE,TRUE,118.08,3,07-10-20,10-02-21,07-03-21,3,11-02-97,01-09-72,16-04-03,,Allianze,0
201,3469.45,2140.74,Singapore,China,TRUE,FALSE,1368.57,1,08-10-20,09-02-21,21-03-21,2,06-04-00,02-08-12,,,AXA,0
202,6053.7,989.67,Singapore,China,TRUE,FALSE,274.87,1,19-10-20,05-02-21,09-03-21,3,24-03-92,23-03-00,25-05-98,,AIA,2
203,3227.64,1246.87,Singapore,Thailand,FALSE,TRUE,1680.01,1,29-10-20,10-02-21,27-03-21,1,13-02-88,,,,Aviva,2
204,8095.42,1670.79,Singapore,China,TRUE,FALSE,701.63,2,19-10-20,12-02-21,09-03-21,3,08-10-78,24-08-77,01-01-17,,Allianze,2
205,10811.94,1345.8,Singapore,Philippines,FALSE,TRUE,1307.78,1,19-10-20,03-02-21,27-03-21,2,11-02-80,16-10-97,,,AXA,1
206,7509.96,1995.53,Singapore,Philippines,TRUE,FALSE,1973.05,3,23-10-20,01-02-21,24-03-21,2,21-05-99,25-09-10,,,AXA,0
207,2499.33,991.09,Singapore,China,TRUE,FALSE,380.7,3,17-10-20,07-02-21,21-03-21,1,01-11-79,,,,Allianze,2
208,4469.13,1162.15,Singapore,China,TRUE,FALSE,1083.37,0,25-10-20,10-02-21,05-03-21,2,26-03-18,22-03-86,,,AIA,2
209,6410.54,1668.38,Singapore,China,FALSE,TRUE,790.05,3,27-10-20,03-02-21,19-02-21,3,16-10-71,25-05-90,21-09-97,,Aviva,2
210,10817.9,2780.63,Singapore,China,TRUE,FALSE,1818.52,0,28-10-20,04-02-21,22-02-21,1,02-11-89,,,,Allianze,0
211,11976.97,1362.71,Singapore,Thailand,FALSE,TRUE,554.29,0,25-10-20,09-02-21,10-03-21,4,22-11-98,26-04-86,17-03-74,22-01-95,Aviva,2
212,2517.8,1249.21,Singapore,China,FALSE,TRUE,547.89,1,11-10-20,05-02-21,26-03-21,4,08-11-71,02-12-18,17-12-10,11-04-99,AIA,1
213,6345.91,2149.99,Singapore,Thailand,FALSE,TRUE,367.96,2,17-10-20,05-02-21,01-03-21,4,04-03-91,10-10-05,01-12-86,18-10-96,Aviva,0
214,7921.27,1009.24,Singapore,United States,FALSE,TRUE,1538.98,0,29-10-20,02-02-21,19-03-21,3,17-10-82,17-03-13,14-10-05,,Allianze,0
215,10803.66,2608.68,Singapore,United States,TRUE,FALSE,864.78,0,20-10-20,02-02-21,25-02-21,3,27-02-14,09-06-78,16-05-16,,AIA,0
216,2780.69,1718.46,Singapore,Philippines,FALSE,TRUE,412.28,2,03-10-20,01-02-21,22-03-21,1,17-12-87,,,,AXA,2
217,5596.37,831.81,Singapore,China,TRUE,FALSE,1730.79,3,23-10-20,02-02-21,02-03-21,1,16-02-11,,,,AXA,1
218,10769.09,2987.43,Singapore,Philippines,TRUE,FALSE,1102.93,2,15-10-20,07-02-21,15-03-21,4,22-12-86,02-12-03,07-12-02,25-07-08,AXA,2
219,6179.73,2664.18,Singapore,China,TRUE,FALSE,903.62,1,21-10-20,03-02-21,27-02-21,4,20-11-02,12-06-95,10-01-16,01-06-16,Aviva,0
220,5386.41,2613.44,Singapore,Philippines,TRUE,FALSE,1810.87,0,09-10-20,03-02-21,14-03-21,1,02-04-94,,,,AXA,1
221,10064.28,1271.37,Singapore,China,FALSE,TRUE,1304.69,3,28-10-20,08-02-21,29-03-21,3,01-09-14,19-08-77,29-05-76,,AXA,1
222,8393.17,1238.07,Singapore,Philippines,TRUE,FALSE,879.76,3,19-10-20,08-02-21,05-03-21,1,01-05-03,,,,AXA,1
223,7540.13,2951.89,Singapore,China,FALSE,TRUE,985.5,2,13-10-20,08-02-21,24-02-21,1,24-11-00,,,,Allianze,0
224,9697.68,1304.94,Singapore,Philippines,FALSE,TRUE,719.43,3,11-10-20,11-02-21,18-02-21,4,13-09-94,18-11-92,26-06-99,26-11-18,AXA,0
225,6311.38,945.19,Singapore,China,FALSE,TRUE,1062.73,0,06-10-20,07-02-21,11-03-21,2,02-04-99,17-03-71,,,Allianze,2
226,7656.18,2662.69,Singapore,China,FALSE,TRUE,598.9,0,18-10-20,04-02-21,23-03-21,1,28-04-04,,,,Allianze,0
227,6701.64,1156.33,Singapore,Philippines,TRUE,FALSE,788.84,1,22-10-20,01-02-21,28-03-21,3,26-04-74,16-02-87,24-10-95,,AXA,2
228,10760.79,2050.14,Singapore,Philippines,FALSE,TRUE,1978.43,2,25-10-20,05-02-21,18-03-21,4,25-11-05,23-07-78,09-10-75,05-12-18,AXA,1
229,6270.93,1102.64,Singapore,United States,TRUE,FALSE,1613.69,3,11-10-20,10-02-21,29-03-21,2,06-03-08,24-10-12,,,AIA,1
230,8875.26,1045.27,Singapore,Philippines,TRUE,FALSE,901.99,1,08-10-20,09-02-21,30-03-21,3,01-07-76,24-02-88,09-03-74,,AXA,1
231,6924.94,1554.79,Singapore,Vietnam,FALSE,TRUE,1468.52,2,21-10-20,04-02-21,26-03-21,3,20-06-82,12-05-11,15-06-81,,Allianze,1
232,5425.31,939.57,Singapore,Philippines,FALSE,TRUE,1488,1,03-10-20,11-02-21,30-03-21,3,05-11-73,02-04-90,16-06-85,,AXA,1
233,6851.54,899.96,Singapore,Philippines,FALSE,TRUE,946.65,1,28-10-20,09-02-21,23-02-21,2,24-11-98,19-09-97,,,AXA,0
234,8948.65,2786.96,Singapore,China,TRUE,FALSE,1020.9,2,08-10-20,10-02-21,28-02-21,4,24-01-06,05-06-13,24-01-82,08-09-99,AXA,2
235,7451.19,2544.14,Singapore,China,TRUE,FALSE,358.49,1,08-10-20,12-02-21,22-03-21,3,05-10-72,26-04-02,19-08-92,,Aviva,2
236,9003.17,1400.27,Singapore,China,TRUE,FALSE,1782.07,0,27-10-20,11-02-21,18-03-21,3,01-06-88,17-08-01,13-02-08,,AXA,1
237,4773.83,1116.21,Singapore,Philippines,TRUE,FALSE,129.9,3,09-10-20,05-02-21,18-02-21,2,22-06-90,22-08-08,,,AXA,1
238,9376.21,2639.86,Singapore,China,TRUE,FALSE,493.58,3,18-10-20,06-02-21,27-03-21,4,16-06-94,24-09-02,03-01-03,07-07-09,AIA,2
239,5363.17,2833.5,Singapore,China,FALSE,TRUE,893.15,2,26-10-20,12-02-21,28-02-21,1,31-07-76,,,,AIA,1
240,9066.05,2022.91,Singapore,China,TRUE,FALSE,527.88,2,04-10-20,02-02-21,05-03-21,1,30-06-75,,,,Aviva,2
241,4177.45,2544.64,Singapore,China,FALSE,TRUE,1338.1,3,26-10-20,01-02-21,17-03-21,3,27-11-87,29-10-86,05-02-81,,Allianze,1
242,11584.81,2405.4,Singapore,China,TRUE,FALSE,1604.32,2,17-10-20,06-02-21,22-02-21,1,05-04-81,,,,AIA,1
243,9236.61,807.53,Singapore,Vietnam,FALSE,TRUE,1067.64,0,13-10-20,05-02-21,23-03-21,1,14-09-81,,,,Allianze,2
244,3825.29,1138.86,Singapore,China,TRUE,FALSE,1889.23,1,26-10-20,07-02-21,24-03-21,4,03-01-80,17-08-89,14-11-98,17-01-13,AXA,0
245,7805.94,2569.4,Singapore,China,FALSE,TRUE,986.91,2,06-10-20,13-02-21,14-03-21,2,31-03-12,15-03-88,,,Allianze,2
246,10777.19,1983.19,Singapore,China,FALSE,TRUE,901.46,0,18-10-20,01-02-21,15-02-21,1,02-03-70,,,,AIA,0
247,7728.08,2819.37,Singapore,China,TRUE,FALSE,1323,3,26-10-20,01-02-21,24-02-21,4,04-06-80,16-06-90,21-09-90,23-01-83,Aviva,0
248,9566.52,1719.43,Singapore,United States,TRUE,FALSE,888.45,1,21-10-20,05-02-21,15-02-21,3,11-08-88,20-09-09,12-01-11,,Allianze,2
249,5057.21,2338.8,Singapore,China,TRUE,FALSE,1905.07,2,23-10-20,09-02-21,26-03-21,3,20-09-88,01-08-00,05-09-79,,AXA,1
250,6346.97,1351.98,Singapore,Philippines,FALSE,TRUE,638.93,0,21-10-20,13-02-21,22-03-21,1,25-05-01,,,,AXA,0
251,10882.46,1854.67,Singapore,China,TRUE,FALSE,200.85,1,04-10-20,11-02-21,12-03-21,1,21-09-13,,,,AXA,0
252,5364.33,2975.22,Singapore,Philippines,FALSE,TRUE,1279.79,0,26-10-20,03-02-21,05-03-21,4,09-03-87,27-01-01,11-06-91,06-03-98,AXA,0
253,6505.19,1263.93,Singapore,United States,FALSE,TRUE,1982.24,2,15-10-20,03-02-21,26-03-21,4,16-04-76,06-06-85,13-09-85,04-03-02,AIA,2
254,7390.18,1610.72,Singapore,Vietnam,TRUE,FALSE,1647.5,3,28-10-20,03-02-21,06-03-21,2,19-06-18,28-08-04,,,Allianze,0
255,8808.99,1407.06,Singapore,Vietnam,FALSE,TRUE,1690.51,0,03-10-20,08-02-21,17-02-21,4,14-08-11,10-09-97,30-12-95,03-04-94,Allianze,0
256,7836.02,1771.18,Singapore,United States,TRUE,FALSE,1899.51,0,24-10-20,07-02-21,10-03-21,4,25-12-95,13-04-95,20-05-01,10-01-79,Allianze,0
257,11574.62,2536.55,Singapore,China,TRUE,FALSE,601.08,1,13-10-20,07-02-21,28-03-21,4,26-03-80,08-03-03,09-01-90,11-03-84,AIA,0
258,11650.43,1002.75,Singapore,China,FALSE,TRUE,1260.11,2,17-10-20,02-02-21,29-03-21,2,24-07-17,07-10-99,,,Aviva,0
259,9027.01,1306.24,Singapore,Vietnam,TRUE,FALSE,113.65,2,17-10-20,08-02-21,17-02-21,2,09-11-08,16-04-02,,,Allianze,2
260,11032.98,997.02,Singapore,China,TRUE,FALSE,187.13,1,21-10-20,02-02-21,04-03-21,1,10-05-70,,,,Aviva,2
261,8778.34,1286.75,Singapore,Philippines,TRUE,FALSE,481.61,3,27-10-20,06-02-21,20-02-21,3,04-10-74,16-07-14,28-07-79,,AXA,1
262,6730.53,1752.73,Singapore,China,FALSE,TRUE,1151.18,3,08-10-20,12-02-21,15-02-21,3,01-12-08,18-05-11,07-10-14,,Allianze,0
263,4932.12,831.78,Singapore,China,TRUE,FALSE,1999.3,2,16-10-20,13-02-21,03-03-21,1,06-04-94,,,,Allianze,1
264,11300.91,1119.32,Singapore,New Zealand,FALSE,TRUE,847.84,1,05-10-20,02-02-21,17-02-21,2,21-03-71,14-08-93,,,Aviva,1
265,6135.24,2296.4,Singapore,China,TRUE,FALSE,283.92,3,22-10-20,12-02-21,27-03-21,1,26-10-05,,,,Allianze,2
266,6040.78,2134.51,Singapore,Thailand,FALSE,TRUE,767.29,0,24-10-20,02-02-21,19-02-21,3,23-04-99,26-04-92,30-12-95,,Aviva,2
267,8862.33,1920.27,Singapore,China,FALSE,TRUE,850.03,3,05-10-20,13-02-21,23-03-21,2,22-10-75,20-11-80,,,Aviva,0
268,9633.02,2127.85,Singapore,China,FALSE,TRUE,1548.72,3,09-10-20,09-02-21,22-03-21,1,19-05-07,,,,AIA,1
269,10964.77,1514.5,Singapore,China,FALSE,TRUE,1985.11,0,23-10-20,07-02-21,25-03-21,1,12-12-79,,,,Allianze,1
270,7274.45,1004.99,Singapore,Vietnam,TRUE,FALSE,1018.93,1,26-10-20,08-02-21,22-03-21,3,21-06-76,16-08-90,09-01-77,,Allianze,0
271,9407.57,1578.8,Singapore,China,FALSE,TRUE,1280.33,1,18-10-20,11-02-21,23-02-21,1,28-06-92,,,,Allianze,2
272,11385.23,2894.36,Singapore,China,TRUE,FALSE,543.68,3,09-10-20,06-02-21,20-03-21,4,09-11-87,10-10-78,29-10-07,29-09-73,Allianze,2
273,8730.5,976.74,Singapore,China,FALSE,TRUE,404.66,3,27-10-20,06-02-21,25-03-21,2,04-07-16,22-05-77,,,Aviva,1
274,3641.77,2308.61,Singapore,Philippines,FALSE,TRUE,449.59,2,19-10-20,01-02-21,15-02-21,3,02-03-04,03-03-86,29-05-99,,AXA,1
275,6641.83,2478.52,Singapore,China,FALSE,TRUE,450.69,3,28-10-20,10-02-21,12-03-21,1,17-03-01,,,,Allianze,1
276,3383.03,2679.77,Singapore,Malaysia,FALSE,TRUE,1873.09,3,24-10-20,10-02-21,30-03-21,4,13-08-82,10-06-06,22-08-12,06-01-83,AXA,1
277,9391.5,2448.42,Singapore,China,FALSE,TRUE,1952.28,3,08-10-20,05-02-21,19-03-21,4,12-04-79,25-11-99,31-12-71,30-04-89,Aviva,1
278,10494.15,1640.7,Singapore,China,TRUE,FALSE,176.21,0,05-10-20,10-02-21,23-02-21,1,26-08-06,,,,AXA,0
279,11886.73,1643.51,Singapore,Philippines,FALSE,TRUE,1307.75,3,15-10-20,09-02-21,28-02-21,3,21-09-87,19-06-16,05-02-97,,AXA,0
280,10000.48,2061.59,Singapore,Vietnam,TRUE,FALSE,1873.39,3,17-10-20,13-02-21,15-03-21,1,05-11-01,,,,Allianze,0
281,6492.79,1686.2,Singapore,China,FALSE,TRUE,1252.84,3,17-10-20,02-02-21,08-03-21,2,07-03-73,22-11-86,,,AXA,0
282,11953.61,1974.7,Singapore,China,TRUE,FALSE,419.52,3,15-10-20,02-02-21,21-03-21,4,07-06-01,04-11-92,01-01-80,03-02-02,Aviva,0
283,10359.7,1013.21,Singapore,China,FALSE,TRUE,515.23,2,17-10-20,12-02-21,21-03-21,3,14-05-96,31-07-01,21-06-70,,Aviva,1
284,8803.85,840.29,Singapore,China,TRUE,FALSE,1320.43,3,09-10-20,13-02-21,28-02-21,2,10-07-14,25-02-86,,,AIA,0
285,10148.8,1814.13,Singapore,China,FALSE,TRUE,510.42,1,13-10-20,01-02-21,11-03-21,4,01-03-08,18-08-17,07-06-07,21-06-98,Allianze,1
286,3784.35,1611.74,Singapore,China,TRUE,FALSE,309.33,2,14-10-20,01-02-21,02-03-21,4,02-10-06,28-08-99,19-02-16,13-09-76,Allianze,0
287,6386.63,1630.76,Singapore,Vietnam,TRUE,FALSE,612.94,0,03-10-20,09-02-21,29-03-21,1,11-01-18,,,,Allianze,2
288,4591.84,1174.41,Singapore,China,TRUE,FALSE,624.95,2,10-10-20,03-02-21,16-03-21,4,22-08-12,22-12-05,04-11-91,27-01-09,AIA,0
289,3595.47,2124.01,Singapore,China,TRUE,FALSE,388.76,2,09-10-20,07-02-21,26-03-21,2,10-05-86,13-04-03,,,AXA,2
290,5738.51,1221.66,Singapore,China,TRUE,FALSE,456.93,3,28-10-20,05-02-21,16-02-21,2,30-04-00,02-09-08,,,AIA,0
291,5748.95,2923.1,Singapore,China,TRUE,FALSE,1340.73,1,12-10-20,08-02-21,22-03-21,1,30-12-71,,,,AIA,0
292,2527.71,2615.22,Singapore,China,TRUE,FALSE,399.72,3,08-10-20,02-02-21,15-02-21,3,10-12-05,27-02-85,10-06-08,,Allianze,2
293,3036.19,856.42,Singapore,Australia,TRUE,FALSE,157.23,1,06-10-20,06-02-21,22-03-21,1,13-03-72,,,,Allianze,2
294,2421.23,2696.01,Singapore,China,TRUE,FALSE,1956.78,0,06-10-20,06-02-21,28-03-21,2,05-01-70,26-02-14,,,Aviva,1
295,10924.59,2939.19,Singapore,Vietnam,FALSE,TRUE,1728.07,3,26-10-20,05-02-21,06-03-21,3,12-12-18,18-09-74,18-09-00,,Allianze,2
296,9875.57,2069.1,Singapore,Philippines,TRUE,FALSE,1468.02,1,10-10-20,04-02-21,28-03-21,2,24-05-94,27-07-02,,,AXA,2
297,4491.07,2211.2,Singapore,China,FALSE,TRUE,457.4,0,21-10-20,01-02-21,30-03-21,3,04-11-99,20-08-74,22-08-14,,AIA,0
298,9529.47,2337.31,Singapore,China,FALSE,TRUE,1619.22,0,26-10-20,13-02-21,02-03-21,1,30-04-05,,,,AIA,2
299,10254.26,2169.97,Singapore,Philippines,TRUE,FALSE,245.3,2,12-10-20,03-02-21,18-03-21,1,23-01-85,,,,AXA,1
300,4700.56,2206.07,Singapore,China,FALSE,TRUE,1268.09,0,15-10-20,02-02-21,01-03-21,2,28-08-15,13-09-05,,,Allianze,2
301,11650.85,1159.11,Singapore,United States,TRUE,FALSE,160.9,2,16-10-20,06-02-21,03-03-21,1,14-01-87,,,,Allianze,1
302,9457.31,1279.14,Singapore,China,FALSE,TRUE,1010.16,2,13-10-20,10-02-21,21-02-21,1,23-09-98,,,,Allianze,0
303,4178.54,2968.77,Singapore,China,FALSE,TRUE,776.46,0,29-10-20,06-02-21,21-03-21,3,11-01-87,27-08-88,12-05-82,,Aviva,2
304,6166.15,2315.75,Singapore,Thailand,TRUE,FALSE,1588.71,3,17-10-20,06-02-21,16-02-21,4,26-11-02,10-07-03,01-10-01,20-11-93,Aviva,2
305,4650.7,1967.12,Singapore,United States,TRUE,FALSE,273.38,1,09-10-20,12-02-21,05-03-21,4,18-07-88,21-01-87,06-01-84,24-07-79,Allianze,1
306,9354.71,1725.06,Singapore,United States,FALSE,TRUE,1335.98,3,21-10-20,05-02-21,24-02-21,2,11-11-81,22-06-98,,,AIA,0
307,10460.61,2325.99,Singapore,Philippines,FALSE,TRUE,1730.04,1,27-10-20,13-02-21,11-03-21,1,17-11-85,,,,AXA,1
308,2828.07,2132.17,Singapore,Philippines,FALSE,TRUE,1169.64,3,29-10-20,12-02-21,13-03-21,3,28-03-95,12-04-14,24-06-11,,AXA,0
309,11076.72,1903.83,Singapore,China,FALSE,TRUE,479.84,1,16-10-20,12-02-21,26-02-21,1,10-08-79,,,,Aviva,2
310,7423.01,1154.5,Singapore,China,TRUE,FALSE,962.71,2,09-10-20,11-02-21,29-03-21,2,28-07-93,21-03-06,,,AIA,2
311,9289.1,1032.36,Singapore,Philippines,FALSE,TRUE,812.39,0,12-10-20,08-02-21,29-03-21,2,27-07-93,26-12-04,,,AXA,0
312,7000.35,1777.85,Singapore,China,TRUE,FALSE,1829.02,3,23-10-20,03-02-21,24-03-21,2,27-12-09,29-03-70,,,AXA,2
313,6938.57,2770.03,Singapore,Philippines,FALSE,TRUE,738.25,0,29-10-20,07-02-21,30-03-21,4,24-04-96,28-08-90,26-06-12,11-10-77,AXA,1
314,10137.75,1829.76,Singapore,China,TRUE,FALSE,1597.85,0,11-10-20,07-02-21,21-03-21,1,28-09-72,,,,Aviva,0
315,10655.16,2460.04,Singapore,Philippines,FALSE,TRUE,1140.35,2,09-10-20,13-02-21,07-03-21,1,13-05-86,,,,AXA,1
316,8676.55,1686.78,Singapore,China,TRUE,FALSE,1263.41,2,10-10-20,12-02-21,19-03-21,2,22-07-14,21-11-82,,,AXA,0
317,5744.11,1804.35,Singapore,China,FALSE,TRUE,1364.67,0,08-10-20,13-02-21,25-03-21,1,21-10-94,,,,Allianze,2
318,4283.84,2046.84,Singapore,China,TRUE,FALSE,790.77,3,16-10-20,04-02-21,21-02-21,3,01-12-91,25-12-93,09-02-01,,AXA,0
319,10741.06,1925.21,Singapore,China,FALSE,TRUE,1555.25,0,18-10-20,05-02-21,28-03-21,3,31-08-79,22-12-78,25-03-05,,AXA,2
320,6369.36,2752.23,Singapore,Malaysia,TRUE,FALSE,443.84,1,24-10-20,11-02-21,03-03-21,1,10-08-87,,,,AXA,1
321,2819.23,1143.98,Singapore,China,FALSE,TRUE,1569.14,3,16-10-20,11-02-21,18-02-21,3,09-09-80,08-02-81,16-05-89,,AIA,1
322,4256.31,2550.82,Singapore,China,TRUE,FALSE,1386.61,3,07-10-20,02-02-21,27-02-21,3,08-08-81,06-09-90,24-04-84,,AXA,1
323,10842.19,1613.35,Singapore,China,TRUE,FALSE,1965.95,0,28-10-20,11-02-21,23-03-21,1,19-03-18,,,,Allianze,0
324,8013.11,1736.9,Singapore,China,FALSE,TRUE,1767.67,1,09-10-20,07-02-21,22-02-21,4,13-07-97,10-07-93,27-07-89,06-04-79,AIA,2
325,6336.19,1351.38,Singapore,China,FALSE,TRUE,555.85,3,05-10-20,12-02-21,18-02-21,2,12-02-99,10-05-76,,,AXA,2
326,2988.39,2114.9,Singapore,Philippines,TRUE,FALSE,590.24,1,09-10-20,07-02-21,26-03-21,3,10-07-71,08-02-89,31-05-05,,AXA,2
327,5480.82,998.37,Singapore,Philippines,TRUE,FALSE,964.54,2,20-10-20,03-02-21,23-03-21,3,25-11-10,18-02-90,19-07-00,,AXA,1
328,11773.07,1262.5,Singapore,Malaysia,FALSE,TRUE,1870.57,3,26-10-20,07-02-21,04-03-21,2,03-06-85,07-12-71,,,Aviva,0
329,10723.86,981.69,Singapore,China,FALSE,TRUE,680.87,2,09-10-20,02-02-21,17-03-21,3,15-07-11,04-09-18,11-01-09,,Allianze,0
330,4093.17,2129.67,Singapore,China,FALSE,TRUE,402.25,3,06-10-20,08-02-21,28-03-21,4,27-07-15,19-01-13,13-05-76,24-05-73,AIA,1
331,8369.83,828.54,Singapore,China,TRUE,FALSE,209.8,0,14-10-20,06-02-21,18-03-21,3,13-11-12,25-03-70,11-03-87,,AXA,0
332,10887.12,1132.48,Singapore,United States,FALSE,TRUE,1061.68,1,04-10-20,10-02-21,10-03-21,1,13-06-88,,,,AIA,2
333,9183.64,2629.7,Singapore,Thailand,FALSE,TRUE,1143.9,3,05-10-20,08-02-21,18-03-21,2,26-06-95,12-03-94,,,Aviva,2
334,8665.25,1984.99,Singapore,Philippines,TRUE,FALSE,1661.32,1,05-10-20,07-02-21,27-03-21,1,11-11-79,,,,AXA,0
335,3314.01,1432.01,Singapore,Philippines,TRUE,FALSE,148.33,1,08-10-20,04-02-21,05-03-21,4,21-07-91,14-10-70,17-06-05,01-10-02,AXA,1
336,11629.47,1048.34,Singapore,China,TRUE,FALSE,1818.97,0,12-10-20,09-02-21,21-03-21,4,29-10-74,02-09-98,22-07-13,22-09-96,Aviva,1
337,8241.33,1852,Singapore,China,FALSE,TRUE,234.41,2,20-10-20,12-02-21,14-03-21,3,17-06-82,16-10-82,15-06-99,,AIA,2
338,9582.78,2440.96,Singapore,China,FALSE,TRUE,392.42,1,27-10-20,02-02-21,28-03-21,4,29-09-12,15-02-00,17-03-76,13-06-11,AIA,0
339,6433.01,2913.77,Singapore,China,FALSE,TRUE,215.83,2,16-10-20,03-02-21,25-03-21,4,26-09-77,29-06-86,06-01-03,06-04-72,AIA,1
340,6448.17,2696.46,Singapore,China,FALSE,TRUE,487.63,0,25-10-20,02-02-21,17-03-21,3,10-05-08,21-01-80,23-05-88,,AXA,0
341,9941.94,2070.01,Singapore,China,FALSE,TRUE,451.98,0,23-10-20,04-02-21,24-03-21,1,27-12-89,,,,Aviva,2
342,8220.21,2313.8,Singapore,Thailand,TRUE,FALSE,256.71,0,20-10-20,07-02-21,22-02-21,2,25-11-76,29-03-14,,,Aviva,1
343,7872.58,1560.38,Singapore,Thailand,TRUE,FALSE,1229.29,1,20-10-20,06-02-21,10-03-21,3,12-06-09,04-07-16,12-06-18,,Aviva,2
344,8426.69,1632.15,Singapore,China,TRUE,FALSE,1970.67,0,19-10-20,05-02-21,28-02-21,3,14-08-71,18-05-77,04-12-15,,Allianze,1
345,6363.03,2928.03,Singapore,China,FALSE,TRUE,884.86,1,04-10-20,11-02-21,25-03-21,1,03-02-92,,,,Aviva,0
346,4666.97,2838.99,Singapore,Philippines,TRUE,FALSE,784.33,1,26-10-20,13-02-21,07-03-21,1,24-11-94,,,,AXA,2
347,6490.82,1758.46,Singapore,China,FALSE,TRUE,1424.79,3,08-10-20,03-02-21,02-03-21,3,16-05-13,26-07-86,30-01-86,,Aviva,1
348,7536.23,2076.63,Singapore,China,TRUE,FALSE,919.04,0,16-10-20,08-02-21,23-02-21,3,16-08-99,30-04-77,04-06-90,,AXA,2
